date,AGL.AX,ANZ.AX,BHP.AX,CBA.AX,FMG.AX,NAB.AX,ORG.AX,RIO.AX,WBC.AX
2025-10-30,9.14,36.86,43.88,170.53,21.48,43.65,12.6,133.43,38.33
2025-10-31,9.26,36.65,43.45,171.64,21.29,43.62,12.25,132.87,38.74
2025-11-03,9.12,36.96,43.37,175.54,21.06,44.01,12.37,132.84,39.82
2025-11-04,8.78,36.83,42.54,174.11,20.49,43.79,11.9,129.4,40.42
2025-11-05,8.87,36.84,42.34,176.35,19.97,44.53,11.94,127.84,40.21
2025-11-06,8.95,37.0,43.0,178.57,20.38,43.06,11.96,130.76,39.71
2025-11-07,8.92,36.8,42.65,175.91,20.08,43.44,11.96,129.04,38.98
2025-11-10,9.06,37.98,42.65,174.92,19.93,43.27,11.95,129.79,39.52
2025-11-11,9.19,38.16,42.79,163.4,19.9,42.7,12.23,129.56,40.05
2025-11-12,9.32,38.85,43.06,158.38,19.96,42.67,12.2,132.47,39.86
2025-11-13,9.21,36.94,43.33,160.19,20.44,42.2,12.13,133.65,39.44
2025-11-14,9.21,35.99,42.75,157.3,20.23,41.48,12.1,131.85,38.81
2025-11-17,9.26,36.18,42.48,155.79,20.46,41.47,12.1,132.59,39.03
2025-11-18,9.18,35.85,40.9,153.22,20.05,40.6,11.94,129.08,37.87
2025-11-19,9.2,35.12,40.95,151.3,20.36,40.32,11.78,129.27,37.34
2025-11-20,9.12,35.44,41.72,153.0,21.22,40.88,11.58,132.12,37.75
2025-11-21,9.0,34.9,40.37,153.06,20.06,40.56,11.43,127.85,37.13
2025-11-24,8.99,34.94,40.62,154.96,20.44,40.67,11.7,129.31,37.98
2025-11-25,8.97,34.91,41.01,153.14,21.0,40.63,11.71,132.28,38.02
